likes,age,themes,has_question,text
3,4 months ago,,0,"The majority of links to papers in the video description appear to be unrelated to the content of this video - for example, multiple entries about astaxanthin."
3,4 months ago (edited),,0,Superb explanation of a confusing topic.   Thank you!
3,4 months ago,,0,"Dr Brad, you're Awesome! Thanks for this!"
3,2 months ago,,0,"I can tell you my intraocular pressure in my eyes have decreased.  My pressures were elevated almost to the point of having to use the drops.  I started NAD+ and now 2 appointments later, my pressures were down at the normal levels at 2 office visits.  I know that 2 data points is not enough to be significant but it is to me since every single appointment prior my pressures were always on the high end.  It will be interesting to see what happens at the next appointment."
3,4 months ago,just_take_niacin|nmn_vs_nr_nad,1,So why does niacin hardly raise blood NAD then? NMN and NR both double it easily. 🤔
3,4 months ago,just_take_niacin,0,9:55 it says niacin as niacinamide  on the bottle but these are two different forms of B3 and are metabolized differently
3,3 months ago,nmn_vs_nr_nad,0,"Great video. I think it’s worth mentioning that there might be other perceivable benefits to jacking up NAD levels that aren’t detected in those markers.  In particular, and speaking from personal experience, doing seven consecutive daily NAD infusions drastically reduced withdrawal symptoms associated with a chronic opioid habit. I wonder if you’re aware of this application and if you have any thoughts on it."
3,4 months ago,just_take_niacin,0,"Nicotinamide does not show the same NAD+ increases that Nicotinic acid does. I agree with everything you said, except for including nicotinamide in your supplement. It makes no sense after going through all that research and landing on that as the answer."
3,4 months ago,just_take_niacin,1,"If its converted to nicotinic acid, why it doesnt give the flush like nicotinic acid?"
3,4 months ago,dose,0,"Thank you Brad. A few years ago, I took NMN (at the recommended dose) from a very reputable brand (Do Not Age) for a 12-month period. It did absolutely nothing that it claimed to do. I can certainly agree with these findings. Good video."
3,4 months ago,just_take_niacin,1,"Excellent! However, I am getting a benefit from a supplement that I never got from nicotinamide: my eye floaters have declined 50% from using NAD+ nasal spray. It's remarkable, and many years of taking B3 and B complex, as well as ongoing regular exercise, have not eliminated floaters. Can anyone tell me if there is any other way to get this benefit without using NAD+?"
3,3 years ago,fda_ban,0,The FDA should be banned.
3,3 years ago,,0,So much corruption.
3,3 years ago,,0,I wish you were my biology teacher. Everything’s so easy to understand when you present it.
3,3 years ago,fda_ban,0,"Hello Dr. Yang, this is the first time that I watch a video of yours... and I must say... thank you for a clear structured and well spoken Recording! :) Lets hope that this federal crime wont take action... Wouldnt be the first time that the FDA is  borderline Criminal..."
3,3 years ago,fda_ban,1,"Come on, NMN is NOT banned. It is just that NMN can no longer be sold as supplements. It means more profit for the drug company which sole produce it. Capice?"
3,3 years ago,tmg_methyl,0,They say you should take it with TMG for best results.
3,1 month ago,,0,Maybe because you got paid to do this.
3,7 months ago,no_effect|stop_restart|benefit_energy,0,Taken many supplements over the years and stopped them due to Sid effects or no effects. NMN/is the only one I take consistently because it gives me energy. When I stop and re start I get the same effect as I did the first time - a surge in well being and better vision.
3,7 months ago,dose|tmg_methyl,0,"My personal - ""anecdotal"" - experience:  5 years ago I overcame Co--d by only taking TMG+Ascorbic acid 5 times/24h. Symptoms would disappear after each dose of TMG+Vit-C and reapear after ~4 h. When Co--d was over I was physically powerless for ~2 weeks. Then my first NMN supplement arrived and changed the game for better. Within days I turned back to normal performance (for instance on bicycle) At this time I did not take TMG any longer because back then I knew it only as an ""Antiviral""."
3,7 months ago,,0,Great video Doc. It would be great if you addressed the current fad of taking in a supplementation via IV drip.
3,7 months ago,nmn_vs_nr_nad|tmg_methyl|price_value|evidence_studies,0,"We know NAD supplements work in that they raise NAD. Whether that does or doesn't improve some kind of outcome we simply don't know. These studies are looking at very specific things and can only inform on those specifics. Further, there is certainly no indication NAD supplements cause any harm in those wishing to take them so at worst they are just wasting a small amount of money. However, it is important to remember that absence of evidence is not evidence of absence. Studies are still thin on NAD and we need more done. Personally I take it (NR) because we know it works (in that it raises NAD) and it isn't prohibitively expensive. And as you point out I'm getting TMG at the same time. Whether the NR is doing anything worthwhile in terms of outcome or not if it is I'm benefiting from it and if it isn't I'm just paying a little more for TMG than I need to."
3,7 months ago,authority_trust,0,"You are an excellent speaker Dr. Stanfield, I really appreciate your content."
3,7 months ago (edited),nmn_vs_nr_nad|evidence_studies,0,"NAD IV was started in Italy in 1948 for morphine addiction .  It’s passed as a drug in South Africa for drug detox for many decades.  Sorry bro, the animal and human studies have been done. They are in a basement in a library at a university in South Africa.  And an multi Tesla coil MRI at the university of Minnesota has measured the number of molecules in the brain of NAD after IV.  It’s substantial.  Stop pretending you know everything about NAD. You don’t."
3,7 months ago,nmn_vs_nr_nad|form_absorption|tmg_methyl|price_value|placebo|safety_side_fx|authority_trust|age_gate|benefit_energy|benefit_skin_hair,0,"I've been taking boosters for 4+ years now. (NR then now enteric NMN) I'm generally a skeptical person, especially given the price, but n of 1 I see a consistent energy/mood boost. Placebo is of course a possibiity ...I've also been taking apigenin at bed time for about 2 years now as well. One odd potential side effect is my grey hair stopped. I had started with a small patch on my chin ...which has not changed in 4+ years. Both older bothers greyed significantly by my age no at 51. This proves nothing but ... Admittedly my exercise levels have been low. Perhaps it is an exercise memetic of sorts for lower active folks. I have always felt Sinclair is misleading at best ...but I have kept up with the nmn. I did try TMG briefly but had some off side effects after a few days and stopped. This was couple years ago. I may retry."
3,7 months ago,just_take_niacin,1,Thanks again Dr ! I intuited this was the case. And I do enjoy various forms of niacin occasionally flushing the body. Have you reviewed any research on such benefits for niacin?
3,7 months ago,storage_heat|evidence_studies|authority_trust,0,"As usual, Brad comes out with another selected research study to attack Sinclair - who he virulently hates, but fails to conceal - and as usual he attempts to degrade Sinclair’s contributions to the field of longevity. He has also pulled in a few other well known faces to side with him in some videos. However, there’s no denying the efficacy of NMN , as demonstrated by many research papers and comments here. I’ve been taking the stuff for a decade now and would never stop… go figure…"
3,7 months ago,nmn_vs_nr_nad|safety_side_fx|evidence_studies|benefit_joints,0,"AI says this about Nicotinamide riboside: Cardiovascular Health: Some studies suggest potential for reducing systolic blood pressure and arterial stiffness, especially in those with elevated levels. Inflammation: NR may lower circulating inflammatory markers. Muscle Health: It can increase NAD+ in skeletal muscle and affect muscle metabolism. Peripheral Artery Disease (PAD): A recent trial showed improvement in walking distance for PAD patients, warranting more research."
3,7 months ago,evidence_studies,0,"I swear this one darned mouse study has haunted longevity science longer anyone working in the field have been alive, people simply seem unable to let go of this study! I, personal opinion, consider this to be a false lead due to the following factors: A: Mouse study B: The (more than likely) reason the ad libidum fed mice died way faster than the calorie restricted mice isn't because fewer calories is automatically better assuming same level of fatmass is maintained. The reason is the mice who had access to more calories also had the ability to eat basically all the time, just like many modern diets in fact. No 2 seconds would pass without something in their mouth. This deprived their bodies entirely of a single point in time where insulin levels could drop or any ampk could build up or their bodies could do any sort of repair."
3,7 months ago,cancer_risk,1,Have you seen Physionics video on Glycine and cancer?
3,7 months ago (edited),,0,"Please refrain from language like 'dirty little secret' when referring to fundamental components of the scientific method.  Science is facing a very dangerous trend in growing opposition based on a combination of declining literacy and deliberate anti-science propaganda and incidental (though arguably intentional) mass misinformation spread by influencers who are simply too ignorant to be addressing complex issues like health. By using language like 'dirty little secret' you feed that paranoia and propaganda. Reproducibility is not in any way dirty or a secret.  It is a fundamental component of the scientific method. It is neither secret (it's written right into every description of the scientific method) nor dirty ... it works to ensure clean science, to reinforce science, to identify rabbit holes that should be abandoned, and to identify or to strengthen pathways worth pursuing."
3,7 months ago,benefit_recovery,0,"I'm convinced only machine learning will shine light on a truly useful molecules, anti-aging molecules may not even be the only answer in the long run also"
3,7 months ago,authority_trust,0,Nmn..another Sinclair hype drug
3,7 months ago,,1,"What if ""Long COVID' is actually vaccine injury?"
3,2 years ago,,0,I use NMN for less than a year with resveratrol and I feel strong and can careless of this report
3,2 years ago,stop_restart|authority_trust,0,"* Someone discovers something with anti aging feature * Dr Brad Stanfield: CRITICAL FINDINGS, STOP TAKING, CONSIDER, PROBLEM, NOT WORKING"
3,2 years ago,evidence_studies,0,"Interesting, but I thought NMM mostly should affect aging. Which again is less of an issue on younger people, therefore won't help younger people. NMN levels are more likely lower in older people. I would like to see a study with different age groups and less on sports."
3,2 years ago (edited),authority_trust,0,this guy likes to ‘disprove’ any of David Sinclair’s research. He can usually be found debunking someone else’s theories.
3,2 years ago,evidence_studies,0,As a NMN consumer my self. He is cherry picking studies. I’m impressed by how hard he is trying to make NMN look useless.
3,2 years ago,authority_trust,0,Your content reflects a well researched independent voice always. Love it. Thank you Dr. Stanfield.❤
3,2 years ago,price_value,0,$2.00 Thanks!
3,2 years ago (edited),nmn_vs_nr_nad|authority_trust,1,"​ @DrBradStanfield  do you think DONOTAGE should remove items such as NMN, NR, and Resveratrol now that you have shown that they don't work, before they start getting accused of being a snake oil sales company?"
3,2 years ago,form_absorption|evidence_studies,0,I wonder if any of these studies used enteric-coated tablets to get the NMN past the stomach. I wonder if that may change the results. regardless this is very disappointing news haha. another exciting supplement is possibly useless.
3,2 years ago,authority_trust,1,is david sinclair a bs artist?
3,2 years ago,evidence_studies,1,What were the time frames of the studies? Was it for the duration of the study or as suggested by the suppliers over a minimum of 3mths?
3,2 years ago,dose|evidence_studies,1,How many of these studies were across a matrix of dosages? My observation is that most of the youtubers out there with positive stories take far more than 300mg. That may or may not explain things but it seems like it should be part of any study.
3,2 years ago,authority_trust,0,"Thanks for the truth.  I stocked up before it went away on Amazon. I could have bought some bar bells. David Sinclair is going to have to find a new ‘snake oil’ to push. First Resveratrol, now NMN."
3,2 years ago (edited),nmn_vs_nr_nad,1,Can you do one on NR as well? Because it supports brain health.
3,2 years ago,,0,Find you to be a little bit too obsessed with proving NMN’s usefulness as wrong. 😂
3,4 years ago,just_take_niacin|tmg_methyl,0,I just use niacin and tmg.
3,1 year ago,,0,1:41 when a Dr uses the phrase “it’s a MIND field out there” I start to worry about his credentials 😂
3,4 years ago,,1,My question is why didn't the testers also put the photos of the products they bought and tested to show people?
3,4 years ago,just_take_niacin|dose|benefit_energy|benefit_sleep,0,"Thanks for being the FBI for these important products. I had a bad experience with Sam's Club acidophilous. After first using Spring Valley acidophilous from Walmart for a year, I became sold on the benefits of a probiotic. Then one day I was in Sam's and I spotted Sam's brand acidophilous. Subsequent use of the Sam's product proved that it was totally ineffective. That opened my eyes. I also think that Natrol has good vitamins because their melatonin is effective. Nature's Way Nicotinic Acid (100mg) pops all of my capillaries open at bedtime, and after a few minute's flush, I feel cool and tired and go right to sleep."
3,3 years ago (edited),,0,"Text in the report: Furthermore, the same distributor was listed on the product packaging from 10 of the 22 product brands. The distributor was SerumLab S&C International LLC, 5305 River Rd N STE B, Keizer, OR 97303. Packaging components, lot coding format, and label design for these samples were also similar on all ten products. In addition, the results from these products revealed NMN potency below the method reporting limit or not detected. Further, the HPLC chromatograms for these ten products were very similar and all contained a prominent unknown peak, suggesting that the formulation and contents of the ten products were equivalent and they contained an unknown substance. These products are notated with an asterisk in Table 1."
3,4 years ago,purity_counterfeit|form_absorption|authority_trust,0,"I am also a doctor in Spain and I do not know if you are unaware that most of the active ingredients of drugs (at least here in Europe) are manufactured in China. By the way, I don't know what you have against Alivebyscience, but I have analyzed their NMN powder in my faculty by mass spectrometry comparing it with a Sigma Aldrich sample and its purity is more than 99%. I invite you too to do the analysis yourself (and not referring to any external laboratory like the one you quote from Labdoor) and demonstrate to your followers the purity or not of the active ingredient of the brands you quote. Of course, I have no conflict of interest with that brand or any other brand. I am just a consumer. Best regards."
3,4 years ago,purity_counterfeit|nmn_vs_nr_nad,1,TRU Niagen ordered the test? interesting. now how do i find out how their NMN compares? who third party tested them?
3,4 years ago (edited),,1,Double Wood looked ok didn't it in comparison? I use Double Wood for my Serine and Magnesium Taurate supplementation so I hope they are at least a B and close enough to being trustworthy. Thanks Doc!
3,3 years ago,fda_ban,0,"If it wouldn’t work, they wouldn’t have banned it…"
3,3 years ago,nmn_vs_nr_nad,0,"NR being broken down by the gut is probably why Elysium uses crystalline NR , also called NR-E because crystalline NR maintains it's structure. Elysium is the only company that sells NR-E, they even have a patent pending."
3,3 years ago,evidence_studies,1,"Rather than just looking at studies have you ever tested your own prior bloodwork and then taking NMN and compared it? eg  hs-CRP /Triglycerides, AST/ ALT, epigenetic age test etc"
3,3 years ago,just_take_niacin,0,"i use niacin/B3 in high doses, because it helps me feel better and i like the feeling of the niacin flush. It works wonders against hangovers! However take it after drinking, if you do it before drinking, you get sober to fast and need more alcohol!"
3,3 years ago,,0,Hope everyone is doing good! God bless you all! Please make sure you know Jesus Christ as your Lord and Saviour everyone! He is coming soon! Don't be left behind! Please watch Watchman on the Wall 88 and Watchman River on YouTube to learn about Salvation and how we are living in the last days
3,2 years ago,,0,Very interesting. Thank you.
3,2 years ago,just_take_niacin|dose|evidence_studies,1,"Hi Brad, thank you for this summary of those 18 studies. Taking your advice about NAC and Glycine has made a huge difference to my respiratory system so I have been seriously thinking of getting your MicroVitamin to further enhance my wellbeing. Given these findings how do you feel about the 50mg of Vitamin B3 in your formula? Still within a safe range for our cardiovascular system? Best Wishes 😃"
3,2 years ago,safety_side_fx|cancer_risk,0,"I developed a benign tumor in my kidney after taking NAD booster which was not there before in scans a year before, so I'm afraid of them now . Such concerns always existed"
3,2 years ago,evidence_studies|benefit_joints,0,Glad you mentioned the glucosamine and chondroitin study. I was debating picking it up and giving it a try for my knees.
3,2 years ago,safety_side_fx,0,"I have been taking nmn for a year... I felt more energetic overall, but I have been taking other supplements like spermidine, taurine, fisetin, and so on. I eat one meal a day. Every week I stop eating for 48 hours once. Every month I do not eat for 72 hours once. I do all this because I drive long haul trucks and I sit for about 10 hours a day do not have the time to exercise. I have not had any side effects until recently I had nerve pain as if someone was pushing needles on my leg, left arm and middle chest. It happens rarely but it does last an hour pain comes and goes."
3,1 year ago,authority_trust|benefit_cognition,0,"Dr. Stanfield is a doctor of medicine and is trained to diagnose and treat diseases.  I’m sure he’s great in his profession but he’s not a Doctor of Human Biology and his opinion is no different than the regular Joe.  It’s two completely different fields.  Find a  Doctor of human biology who focus on the underlying biology and chemistry of the human body without the clinical focus on disease management. This makes them well-suited to guide discussions on how supplements and nutrients can support general health, wellness, and performance, focused on the intricate workings of the human body, from a molecular, cellular, and systemic perspective."
3,2 years ago,,0,A Rogan promotion is enough to convince me to steer clear.
3,3 years ago,authority_trust,0,David Sinclair wants to corner the market
3,3 years ago,price_value,0,"i stopped NMN. It's just too expensive. Instead, I gave up alcohol and cones, completely. Figured if I wanted a magic anti-ageing pill then I'd start at the number one killa ageing cause in my life. And wow, no pill can induce this feeling."
3,3 years ago,,0,Shocking.  Gov't health care is a racket.
3,3 years ago,evidence_studies,0,I get my NMN from a US based supplier they still list it on their website no changes. Many new studies have demonstrated benefits to NMN lately.
3,3 years ago,nmn_vs_nr_nad,0,I take NR rather than NMN anyway
3,3 years ago,,0,"So he wants the market all to himself with a ""proprietary"" version. I always thought that he was a bit shady, which is not based on his research or any specific facts about his work, but his kinda squeamish behaviour and body language in interviews, it's like he's checking if he can get away with a statement, it's hard to describe, but it always bugged me. Thank you for clarifying this, it helps a lot."
3,3 years ago,,1,"But at the moment, the companies that sell NMN in the U.S. are still selling it. Is there going to be a time in the next few months when they will have to stop new production and only sell off their existing stock?"
3,3 years ago,authority_trust,0,Thank you David Sinclair.
3,3 years ago,,0,"Must be of benefit...and drug companies  want to monetize it. Or... maybe it has tremendous efficacy to some illness, and as usual... pharma wants to corner the market on treatment."
3,3 years ago,just_take_niacin|nmn_vs_nr_nad,1,I have seen you leave a comment on seeky science show's recent podcast on NMN and NR with Charles Brenner. Does that interview change your position on importance of NMN/NR relative to niacin? Any update on your current take on NMN/NR would be great.
3,3 years ago,,0,I can't find any online source that has stopped selling NMN yet. I guess we should load up.
3,3 years ago,fda_ban|authority_trust,0,"Well, thanks for that Dr. Sinclair. You convince me to jump on the NMN bandwagon and now your self serving interests (at least the co. you co founded) may stop me from purchasing NMN. I'll have to see if it will be also banned here in Canada."
3,3 years ago,,1,What?! Amazon still has NMN available on their app/website.
3,3 years ago,,0,NMN will Potentially be approved as a drug instead of a supplement. Wait and see.
3,3 years ago,authority_trust,0,Both Brad and Sinclair cannot be trusted. No one can be trusted on such issues.
3,3 years ago,authority_trust,0,I was warning of Sinclair since 2006!  Newbies in this industry only hyped him who are unaware of his past when he was written off by experts
2,4 years ago,,0,I would love to see how this works out for you. I wanted to purchase NMN for a while now.
2,3 years ago,,1,How would you know after only 2 weeks?
2,3 years ago,benefit_energy,0,"Here is the thing - I scientifically analyized NMN and hence my title. I have tried it because I was told it can quickly boost your energy levels and improves mood (which didn't happen), but of course, as I said in the video, it may work better with older people and if you take it for longer. :)"
2,3 years ago,purity_counterfeit|dose|form_absorption|no_effect|evidence_studies|benefit_energy,0,"@yourinception  It's unfortunate you were told it can quickly increase mood and energy. It is quite known not to show results in a 2 week time span and even the studies completed on NMN show there are no notifiable results in the first 2 weeks, except in blood marker tests. A small marker in studies have shown a ""slight"" increase in energy and that was at taking NMN at a dose of 600 mg daily for 2 weeks. The other important aspect to keep in mind is the NMN given was not by some private company, it was pure unaltered NMN from the study labs. Studies show those taking NMN at 250 mg had no effect on increased energy even after 4 weeks, mostly due to the low dose. Taking NMN for 2 weeks and reviewing it as not effective is premature. Not because you are younger and already have high energy. There are many people in their late 20's into 30's who have had great success with NMN after 2 months and beyond and those people are still taking it. NMN works in the background and is very slow to come to the surface to where we notice results. I would hate to see anyone quit because it didn't meet their expectations in the time frame they hoped or were told it would work. As I stated in my last comment, the source and brand is very important. The purity is not really there in a capsule unless the company is very reputable, such as do not age and renue by science, which are two main suppliers of NMN with purity tests proving this. I personally have had both brands tested and they are 99.9% pure."
2,3 years ago,,0,It's only 10 days you have to give it more time
2,3 years ago,,0,"@ClearMindMeditations739  is it a pill 🤔, and this pill can solve my problem"
2,3 years ago,,0,@ClearMindMeditations739  can u mention the correct name or pic or something i didnt get it
2,5 years ago,,0,"Yet another brilliant website review. Really good work, you are so thorough, awesome job. Aboslutely love your supplier / website reviews. Rob"
2,,,0,5 years ago dear Vince you are an angel. really doing a holly work. there is not enough words to explain' how importent work you are doing. be blessed and many thanks. sorry if i wrote with spelling mistakes as english is not my language.zipi ezer from israel
2,5 years ago,,0,Great review....I'm probably not going to do business with Eternum!
2,5 years ago,storage_heat,1,I just ordered from these guys before seeing this video. Can anyone recommend a supplier in Australia? I'm concerned about ordering from overseas due to shipping times etc.
2,5 years ago (edited),form_absorption,1,"Perhaps the website owner is a supplier in China or a Chinese student living in Australia? Incorrectly publishing information about the company 'Head Quarters' being in 'Queenland': this is a sign of inexperience and lack of judgement. It is cut-and-paste, without any local understanding or commonsense to check spelling and context. To cut and paste content from a competitor's website, including the graphics, is theft. However, the lack of attention to detail is laziness from the designer and the client. It's as if this is a mock-up pretend website made by an international student, in their spare time. Importing the product like a reverse of the people who exported milk powder from Australia to China. A huge personal import loophole in China."
2,4 years ago,safety_side_fx,0,Had to discontinue NMN because it gave me heart palpitations
2,3 years ago,form_absorption,0,Is it any good. I just ordered 100gm of NMN powder from RBS
2,7 months ago,benefit_energy|benefit_recovery,0,NMN knocked off a minute from my mile run. I Crossfit and I don't run the mile very often but after two weeks I went from 9:15 to 8:15. My workouts have been better as well. Some strength gains but mostly energy gains. Im 61.
2,3 years ago,,0,"I'm still looking for a review video that doesn't promote a promo , because it makes me think that the video is bias"
2,1 year ago,,0,The real secret to longevity is mental state. Most centenarians lived care free lives and didn't worry about all this. Poor mental health means poor physical health. Cultivate a calm mind. These interventions are free and will improve both physical and mental health more than any supplement ever will. The Full Breath by James Francis.
2,5 years ago,nmn_vs_nr_nad,1,So if I’m trying to lose that last 5 lbs should I not take the NAD injections via IV therapy ??
2,3 years ago,dose,0,I would like to know how much NMN are you taking per day. Thanks.
2,5 years ago,,1,"How long did tou take NMN for, you seem to gloss over the facts?"
2,3 years ago,,1,What about liposimal NAD?
2,5 years ago,,1,So what WAS your experience?
2,3 years ago,,0,This helped me a lot. I ordered it and then got cold feet. Your explanations are always thorough and trustworthy. And I love the way you rattle off complicated words (NMN) like you're saying 'sugar'. LOL Thanks Thomas!
2,5 years ago,authority_trust,0,"Thank you for this information, I follow David Sinclairs work and didn't know which is the best brand of NMN to take so I appreciate and trust your research 😊"
2,4 years ago,benefit_sleep,0,"I can't believe I watched this WHOLE LONG video, only to find out that you NEVER talked about what NMN did for you ! ! ! ! !     Oh my gosh, I watched a long treatise on chemistry -- but never got any recommendation based on YOUR personal experience with the supplement of interest.   You owe an apology ""and"" a follow-up video to your viewers which will INCLUDE the missing info (unless you have no noticeable results to report).  And if that's the case, then I'm not interested in watching this video to begin with.  I wanted to hear about YOUR personal experience with this supplement."
2,5 years ago,,0,Take a drink every time Tom says longevity
2,2 years ago,benefit_energy|benefit_sleep|benefit_recovery,0,I’ve been getting off meds and even felt tired just walking. It’s been HELL. I just started taking NMN+ and I actually had energy to walk my dogs today and feel like I can run a mile! I’m not sure how long this will last but I’m taking advantage of it. I got a months worth and will keep taking it. Even if it only works today just having the energy is a godsend. And want to be clear it’s not a jittery kinda energy like coffee or any drug. It’s a very calm energy where I can sleep if I really wanted to or go out and not be dragging. It’s very nice to feel energetic again.
2,4 years ago,dose|form_absorption|age_gate,0,"Hi Thomas, I ordered VERSO on your recommendation. Can you pls clarify what dosage I should take. VERSO recommends 2 capsules a day. That’s only 250mg of NMN & Resveratrol. I’m a woman, over 50, weighing 55 kgs. Many thanks 🙏🏻"
2,1 year ago,nmn_vs_nr_nad|age_gate|benefit_energy|benefit_recovery,0,"I've been taking NMN & NMNH (sometimes the -H isnt in stock) since summer 2024. I just turned 45 & lift 4 times a week & do some type of cardio 2-3x a week. I don't feel my age, I go 17-18 hours a day with work & raising my daughter alone & have plenty of energy to play with her & do homework etc. (she's 8)."
2,4 years ago,just_take_niacin|nmn_vs_nr_nad|price_value,0,"The main reason you hear about NMN is because there's money to be made selling it. Niacin and Nicotinamide are also NAD precursors which straight up nobody talks about because it's super cheap to make. No profit there. Nicotinamide Riboside is only stable in a patented chloride formula of which Niagen holds the patent.  So only one company makes money there. NMN on the other hand has no patent on it and it sells for a high price. But truth is by the time it gets to you, it's mostly nicotinamide anyways."
2,4 years ago,cancer_risk,0,My dad got nad drips and it really helped his brain.  My son took 2 drips when he was detoxing off drugs and it made his detox way better. But our friend took it and must of had cancer in colon and I think it increased it. So don't take if you have cancer or think. It will increase.
2,5 years ago,price_value,0,It's also $70 a bottle
2,5 years ago,evidence_studies|benefit_recovery,1,"I wish you'd talk about the results for you. Also, have any double blind experiments been run on this compound?"
2,5 years ago,,0,TAKE ANY OF THESE W RED WINE.....
2,5 years ago,,1,"Ok, you've been taking Verso...how do you feel and/or what results are you getting physiologically?"
2,4 years ago,stop_restart|safety_side_fx|fda_ban|benefit_energy|benefit_sleep,1,"I ordered good quality NMN and Resveratrol from longevity box in the UK. Thought I’d give it a go. Only took 0.5 of each early morning 6.30am. After 3 days, my energy levels were way too high! Left me with serious insomnia! Which I’m not down with at all!!…. I’m only 40? Maybe it’s best as you get older?…So Iv stopped taking it, and maybe give it another try once I’m 50!! That’s if it hasn’t been banned by then!"
2,5 years ago,storage_heat,1,Does it get ruined once it's not refrigerated while being shipped in the hot summer weather?
2,4 years ago,timing_protocol|price_value|placebo|authority_trust,0,Bought a bottle to try as fitness guy Thomas Delauer was backing product on YouTube.  He is sponsored by company by the way. Results were same as placebo. Nothing gained by taking this product as directed with fats. I did lose about $50 though. I fell for the marketing campaign as I Thomas explains you into submission as he does everything. I am not able to trust Thomas going forward or this company.
2,3 years ago,,0,I learned nothing here. Dude speaks in circles.
2,5 years ago,,1,And the results are in????
2,3 years ago,,1,"I currently take NAD+ and have a couple of questions:  1. If Resveratrol is beneficial, would you add this to NMN?  2.  Can you take NAD+ NMN together?  3.  What Results Did you Have on this product?"
2,5 years ago,just_take_niacin,1,thomas can we still take niacin with this supplement?
2,4 months ago,just_take_niacin|nmn_vs_nr_nad|dose|safety_side_fx|benefit_skin_hair,1,"1. The gut bacteria is converting it into Nicotinic acid or nicotinamide?  There is a difference. If Niacin then why are 1 gram per day NR users not reporting flushing symptoms? 2. Why is blood NAD considered the only important measurement? You need to be accessing cells with throughout the body with high turnover that are most susceptible to aging or other vital cells, so skin cells, fibroblasts, stem cells, intestinal cells, kidney cells etc, and checking the NAD levels in those cells, not only blood."
2,3 months ago,,1,"Thank you so much for that clarifying video!! I have a follow-up question: Since raising blood NAD levels didn't help improve actual health parameters, do we know at all if the NAD gets into the cells where it is needed?"
2,4 months ago,,0,"Cool, happy to have closure on this finally."
2,4 months ago,,0,Love it. Thanks. /Former Biochemist
2,4 months ago,,0,Highly valuable information
2,4 months ago,,0,This is misinformation. The press handler pathway is not the primary or dominant pathway. It doesn't all convert or even mostly convert to nicotine acid first wtf this guy I quit
2,4 months ago,benefit_energy,0,Subcutaneous NAD+ you will feel like Superman. At least you feel energy for subq
2,3 months ago,nmn_vs_nr_nad|form_absorption|evidence_studies|benefit_energy,0,"Well, I don't know who they got for those studies but, I have a STARK improvement to my symptoms by taking both NR & enteric NMN every morning. I experience less pain, better mood, more energy, and an overall sense of wellbeing that is noticeably absent on the days I don't take them. So they're absolutely doing something positive"
2,4 months ago,benefit_energy,0,"I started taking NMN a couple of years ago, Within a couple of weeks I noticed a big difference in my energy levels and generally felt much more energetic. I'm over 70 now and I will continue to take it. It's the only supplement that ever made any difference that I felt."
2,4 months ago,benefit_cognition|benefit_sleep,0,"I’m gonna keep taking NMN to keep my NAD+ levels high. I’ve taken it since about 2020 in May and over these 6 years I’ve never even gotten a cold or any sickness while taking NMN, even when around my family who can be sick. NAD+ precursors are incredible and have improved my sleep and memory as well"
2,4 months ago,just_take_niacin|dose|age_gate,0,"This is good info, human research has also shown that nicotinic acid strongly increases NAD+ in bloodstream even in healthy people. The other B3 form nicotinamide does NOT increase NAD+ levels nearly as much as nicotinic acid. I think niacinamide is about 10-40% increase, while nicotinic acid can be over 500% in a  few months, when taking 1000 mg per day."
2,4 months ago,,0,The salvage pathway has made me skeptical of this entire approach.
2,4 months ago,,0,This guy's supplements are beyond my budget.
2,4 months ago,,0,Just take a B complex vitamin supplement
2,3 months ago,nmn_vs_nr_nad|timing_protocol|stop_restart,0,"My experience has been very different - I have long covid with severe neuropathy and within a few days of taking NR my legs stopped cramping at night and when I ran out and stopped the NR for a few days the cramping came back.  The cramps again stopped when I took NR and this has occurred twice. I have found NR very helpful. This may be because I am in the NAD⁺ deficit phenotype, and the scientific consensus is that while overall there may seem to  be no net benefit, there can be huge benefits for some people.  Research is ongoing.  I've tried many supplements and dropped the ones that didn't help."
2,4 months ago,just_take_niacin|nmn_vs_nr_nad|stop_restart|safety_side_fx|benefit_sleep,0,"I had to stop taking NMN and NR because they both (separately) give me insomnia, where I can get to sleep OK but I wake up around 4am and don't fully get back to sleep. When I don't take them I sleep fine. I really wanted to take them. I'm still taking Niacin and it doesn't have that problem. I still can't be sure, but this suggests to me that NR and NMN do something different than Niacin."
2,4 months ago,just_take_niacin|nmn_vs_nr_nad|dose|safety_side_fx,1,If you have sub optimal NAD levels then boosting will make you feel better. (I had massive results but not everyone does) If your NAD levels were good enough (for you) before you start then boosting them even higher won't improve how you feel. Everyone is different and results are individual to you. If you don't try it then you'll never know if it works for you or not. NMN and NR have good safety data. I would imagine that if you were to take enough niacin to mimic the NAD boost that a typical 1 gram dose of NMN would give you then you would be well into red flush and side effect territory. ? Dave.
2,4 months ago,,1,What about Trigonelline???
2,4 months ago (edited),,1,"Brad, it seems like all the data at Pubmed is in favour of NMN, how do you respond to that?"
2,4 months ago,,1,"and, what is Brenner's response?"
